uid,date,session_id,session_duration_in_seconds
xgDgsGLYg7UttGQHjZ1cYneETio1,2024-05-18,1.0,997.5260000000001
yK8bHykMuPg4KqJof3jeuMI7Dn72,2024-05-18,1.0,172.19
yQ1j9k7yBLXtO4ZD5Z3ps21pdaH3,2024-06-07,1.0,0.681
z4KDXAVTG5XJAZNShFK53aNjwbv2,2024-05-15,1.0,1118.5349999999999
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-04-20,1.0,0.0
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-04-21,2.0,84793.175
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-04-21,3.0,2890.239
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-04-22,4.0,113964.595
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-04-24,5.0,142921.833
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-04-25,6.0,96166.331
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-04-25,7.0,8610.003999999999
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-04-29,8.0,350249.97
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-04-30,9.0,94150.431
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-01,10.0,51177.786
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-03,11.0,167994.338
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-04,12.0,112125.468
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-04,13.0,2895.523
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-04,14.0,1872.0700000000002
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-07,15.0,258160.883
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-10,16.0,256716.206
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-10,17.0,23459.321
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-11,18.0,82377.85
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-12,19.0,74390.716
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-12,20.0,3365.797
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-13,21.0,53627.429
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-13,22.0,35521.213
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-14,23.0,80216.106
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-14,24.0,10474.164
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-15,25.0,37988.524
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-15,26.0,5586.267
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-15,27.0,3520.576
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-15,28.0,25118.18
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-15,29.0,5183.882
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-16,30.0,50266.744
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-16,31.0,7768.598999999999
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-16,32.0,19737.093
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-16,33.0,3678.978
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-16,34.0,8144.5199999999995
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-16,35.0,4886.459
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-17,36.0,35490.810999999994
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-17,37.0,5505.683
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-17,38.0,9616.939999999999
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-17,39.0,3355.5699999999997
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-17,40.0,3620.741
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-17,41.0,3349.6949999999997
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-17,42.0,4582.273999999999
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-17,43.0,2264.145
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-17,44.0,4221.224
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-18,45.0,64924.216
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-18,46.0,3444.8410000000003
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-18,47.0,3055.3999999999996
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-18,48.0,4637.233
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-18,49.0,5843.915
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-19,50.0,76209.211
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-19,51.0,2445.141
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-19,52.0,4501.473
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-19,53.0,2120.015
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-19,54.0,2563.492
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-21,55.0,187541.19700000001
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-22,56.0,47524.727
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-23,57.0,108166.541
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-24,58.0,108320.741
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-25,59.0,45169.127
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-25,60.0,10137.059
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-25,61.0,5867.648
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-25,62.0,10588.181999999999
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-26,63.0,41748.403
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-26,64.0,47814.804000000004
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-05-27,65.0,81869.78
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-06-01,66.0,412169.545
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-06-01,67.0,3133.007
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-06-03,68.0,185413.297
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-06-04,69.0,74358.82400000001
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-06-05,70.0,112536.3
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-06-06,71.0,78712.18
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-06-06,72.0,2227.145
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-06-07,73.0,78378.537
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-06-07,74.0,10730.046
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-06-08,75.0,48789.483
z5Vl3tUSRgalHfSho6JFNkpjxpn1,2024-06-09,76.0,97114.809
zAUbebwMo3TY8MqBKBldpDeyIUb2,2024-05-19,1.0,493.652
zAUbebwMo3TY8MqBKBldpDeyIUb2,2024-05-28,2.0,758856.1849999999
